SITE DATA,,,,Identification,,,,,,,,,,,MEASUREMENTS,,,,,,,MISC SAMPLES,,,,,,,SWABS,,,,BLOOD,,,,,,,TEETH,,Notes,,ANESTHESIA,,,,,,Necropsy,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RNAlater (#),,,,PLAIN (#),,,,Aluminum (#),,,,,Teeth,,
Maromizaha,"CB, CR",10/4/14,1 (morning),Rousettus madagascariensis,MIZ14,pen mark,,,F,NL,,,,,53,10.48,71.2,33.1,12.1,3.8,1.8,Y,0,7,,0,12,,0,2,2,,500,,,1,2,Y,,N,Mild,too small,"kept and fed x2 during day, released at dusk the next evening",,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR",10/4/14,2,Rousettus madagascariensis,MIZ15,pen mark,,,M,A,,,,,65,9.6,69.5,31.5,11.5,11.5,8.5,Y,0,0,,0,0,,0,2,2,,100,,,1,2,Y,,N,Mild,too small,fed sugar water and released at midday,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR",10/4/14,2,Rousettus madagascariensis,MIZ16,pen mark,,,M,A,,,,,60,10.46,75.8,34.8,8.1,3.4,2.1,Y,0,18,,0,4,,2,2,2,,100,,,1,3,Y,,N,Mild,too small,fed sugar water and released at midday,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR",10/4/14,2,Rousettus madagascariensis,MIZ17,pen mark,,,F,NL,,,,,61,9,68,33,12,3,3.5,Y,0,6,,0,4,,0,2,2,,100,,,1,2,Y,,N,New,too small,fed sugar water and released at midday,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR",10/4/14,2,Rousettus madagascariensis,MIZ18,pen mark,,,M,A,,,,,52,9.56,66.5,33.5,12.8,too small,,Y,0,8 (1 weird),,0,5,,2,2,2,,400,,,1,2,Y,,N,New,too small,fed sugar water and released at midday,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR",10/4/14,2,Rousettus madagascariensis,MIZ19,pen mark,,,M,A,,,,,65,10,69.5,32,10.5,11.5,15.5,Y,0,4,,0,1,,0,2,2,,200,,,1,2,Y,,N,Mild,too small,fed sugar water and released at midday,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR",10/4/14,2,Rousettus madagascariensis,MIZ20,pen mark,,,M,A,,,,,61,10.31,70.3,34.3,11.4,4.5,2.5,Y,0,13,,0,6,,0,2,2,,100,,,1,2,Y,,N,Moderate,too small,fed sugar water and released at midday,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR",10/4/14,2,Rousettus madagascariensis,MIZ21,pen mark,,,F,NL,,,,,45,10.05,65.5,29.5,12.5,4.5,4,Y,0,8,,0,0,,0,2,2,,500,,,1,2,Y,,N,Mild,too small,fed sugar water and released at midday,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR",10/4/14,2,Rousettus madagascariensis,MIZ22,pen mark,,,F,NL,,,,,65,9.79,71,32.2,9.2,5.9,0.9,Y,0,9 (2 weird),,0,5,,0,2,2,,300,,,1,2,Y,,N,Mild,too small,fed sugar water and released at midday,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR",10/4/14,2,Rousettus madagascariensis,MIZ23,pen mark,,,F,NL,,,,,60,9.23,70.5,34,10.5,4.5,4,Y,0,5,,0,12,,2,2,2,,200,,,1,2,Y,,N,Heavy,too small,fed sugar water and released at midday,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR",10/4/14,2,Rousettus madagascariensis,MIZ24,pen mark,,,M,A,,,,,66,10.37,72.6,36.6,8.7,2.9,4.1,Y,0,4 (3 weird),,0,6,,0,2,2,,400,,,1,3,Y,,N,Moderate,too small,fed sugar water and released at midday,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR",10/4/14,2,Rousettus madagascariensis,MIZ25,pen mark,,,M,A,,,,,62,10.4,67.5,32.5,11.5,14.5,10,Y,0,16,,0,0,,2,2,2,,400,,,1,2,Y,,N,New,too small,fed sugar water and released at midday,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR",10/4/14,2,Rousettus madagascariensis,MIZ26,pen mark,,,M,A,,,,,62,10.21,70.4,33.2,15.3,3.2,4.5,Y,0,6 (3 weird),,0,2,,2,2,2,,400,,,1,3,Y,,N,Heavy,too small,fed sugar water and released at midday,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR",10/4/14,2,Rousettus madagascariensis,MIZ27,pen mark,,,F,NL,,,,,62,9.55,66.5,27.5,12.5,too small,,Y,0,2,,0,2,,0,2,2,,500,,,1,2,Y,,N,New,too small,fed sugar water and released at midday,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR",10/4/14,2,Rousettus madagascariensis,MIZ28,pen mark,,,M,A,,,,,63,10.69,72.3,37.2,15.5,4.4,3.3,Y,0,13 (1 weird),,0,2,,0,2,2,,300,,,1,2,Y,,N,Moderate,too small,fed sugar water and released at midday,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR",10/4/14,2,Rousettus madagascariensis,MIZ29,pen mark,,,M,A,,,,,62,9.75,70.5,31.5,13.5,13.5,9.5,Y,0,10,,0,2,,0,2,2,,400,,,1,2,Y,,N,Mild,too small,fed sugar water and released at midday,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR",10/4/14,2,Rousettus madagascariensis,MIZ30,pen mark,,,M,A,,,,,56,10.03,70.5,32.7,9.7,4.2,2.2,Y,0,0,,0,8,,0,2,2,,600,,,1,3,Y,,N,Mild,too small,fed sugar water and released at midday; has mange on its back,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR",10/4/14,1 (morning),Rousettus madagascariensis,MIZ8,pen mark,,,F,NL,,,,,68,9.7,66.8,34.9,8.9,4.4,1.4,Y,0,6,,0,12,,0,2,2,,100,,,1,3,Y,,N,Mild,too small,"kept and fed x2 during day, released at dusk the next evening",,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR",10/4/14,1 (morning),Rousettus madagascariensis,MIZ9,pen mark,,,M,A,,,,,65,9.9,70,33.5,13.5,13.5,10.5,Y,0,8,,0,0,,0,2,2,,500,,,1,2,Y,,N,New,too small,"kept and fed x2 during day, released at dusk the next evening",,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL28,dead,,,M,A,,,,,390,22.9,131.2,63.7,30.5,15.2,9.2,Y,"2, RNAlater + EtOH",,,,,,0,2,2,,0,,,0,0,N,,Y(3),Moderate,NA,dead on arrival,,N,,,,,,"2 spleen, 2 liver, 2 kidney (all in RNAlater + PLAIN), 1 brain in RNAlater only",,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL29,dead,,,M,A,,,,,310,20.5,120.9,157.4,30.9,10.9,10.8,Y,"2, RNAlater + EtOH",1,,0,0,,2,2,2,,500,,,1,2,Y,,Y(5),Mild,NA,died under anesthesia (valve was not open); took urine for VI + Magmax aliquot for PCR,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL30,Gold 324 R,,,M,A,,,,,410,21.9,122.3,62.8,30.1,9.1,10.1,Y,"2, RNAlater + EtOH",1,,0,0,,2,2,2,,500,,,1,2,Y,,N,Heavy,96.7 (10:06),Fed sugar water and release at night,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL32,Gold 326 R,,,M,A,,,,,381,20.5,123.2,63.3,32.6,5.5,6.4,Y,"2, RNAlater + EtOH",0,,6,2,,0,2,2,,600,,,1,2,Y,,Y,Mild,96.8 (11:12); died,Fed sugar water and release at night,,Y (4),0.3,0.5,,,,"2 spleen, 2 liver, 2 kidney (all in RNAlater + PLAIN), 1 brain in RNAlater only",,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL33,Gold 327 R,,,M,A,,,,,386,22,133,66.2,27.2,17.2,13.5,Y,0,0,,7,4,,0,2,2,,700,,,1,2,Y,,Y,Moderate,97.6 (11:47); 97.4 (11:53); 96.9 (12:06),Fed sugar water and release at night,,Y,0.3,0.5,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL34,Gold 328 R,,,M,A,,,,,360,20.2,130.1,60.2,30.3,8.2,8.2,Y,0,0,,0,2,,0,2,2,,700,,,1,2,Y,,Y,Mild,91.8 (12:57); 98 (12:48); 97.5 (13:05); 97.2 (13:25),Fed sugar water and release at night,,Y,0.3,0.5,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL35,Gold 329 R,,,M,A,,,,,330,21,128.1,62.5,27.1,8.9,5.8,Y,"2, RNAlater + EtOH",1,,0,1,,2,2,2,,700,,,1,2,Y,,Y(3),Moderate,106.6 (14:21); 104.2 (14:33),Fed sugar water and release at night,,N,,,,,,"2 spleen, 2 liver, 2 kidney (all in RNAlater + PLAIN), 1 brain in RNAlater only",,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL36,Gold 330 R,,,M,A,,,,,330,20.2,134.5,64.4,29.8,10.9,10.8,Y,,3,,0,1,,0,2,2,,400,,,1,2,Y,,N,Moderate,106 (14:51); add water; 102.9 (15:01); 100.1(15:09); 101.7(15;22),Fed sugar water and release at night; took weird yellow/whit efecal liquid in RNAlater + plain,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL37,Gold 331 R,,,M,A,,,,,350,23.5,129.5,58.1,22.9,10.1,11.2,Y,,1,,0,17,,2,2,2,,900,,,1,2,Y,,Y(4),Moderate,98 (15:27); 100.5 (15:35); 103.4 (15:45),Died post-processing. Shock + cold,,N,,,,,,"2 spleen, 2 liver, 2 kidney (all in RNAlater + PLAIN), 1 brain in RNAlater only",,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL38,Gold 332 R,,,M,A,,,,,310,19.2,128.1,64.7,21,0.5,0.7,Y,,0,,0,4,,0,2,2,,700,,,1,2,Y,,N,Mild,98.9 (15:49); 100.2 (15:34); 101.3 (15:53); 101.6 (16:03),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL39,Gold 333 R,,,M,A,,,,,350,19.2,127.8,60.6,29.8,11.5,7.2,Y,,1,,0,3,,0,2,2,,700,,,1,2,Y,,Y(2),Moderate,103.1 (16:10); 104.4 (16:16); 102.8 (14:25); ,Died post-processing. Shock + cold,,N,,,,,,"2 spleen, 2 liver, 2 kidney (all in RNAlater + PLAIN), 1 brain in RNAlater only",,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL40,Gold 334 R,,,M,A,,,,,340,22.6,125.4,63.6,30.3,7.1,10.2,Y,,2,,0,2,,2,2,2,,600,,,1,2,Y,,Y,Mild,100.7 (16:31); 104.5 (16:43); water bath,Died post-processing. Shock + cold,,N,,,,,,"2 spleen, 2 liver, 2 kidney (all in RNAlater + PLAIN), 1 brain in RNAlater only",,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL41,Gold 325 R,,,M,A,,,,,330,20.6,127.8,61.3,33,5.4,6.6,Y,0,0,,0,9,,2,2,2,,500,,,1,2,Y,,Y,Mild,97.8 (10:25); 95.1 (10:34); 95.9 (10:42); 95.3 (10:50),Fed sugar water and release at night,,Y,0.3,0.5,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL41,Gold 335 R,,,M,A,,,,,330,22.5,131.6,61.2,25.1,11.1,11.4,Y,,0,,0,2,,2,2,2,,700,,,1,2,Y,,N,New,98.1 (16:48); 101.6 (14:02),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL42,Gold 336 R,,,M,A,,,,,340,22.5,130,58.1,32.1,9.9,6.7,Y,,1,,0,1,,0,2,2,,0,,,1,2,Y,,Y(2),Heavy,100.8 (17:08); 100.2 (17:16); 100.4 (17:21),Died post-processing. Shock + cold. Also severely injured before from capture; exposed muscle in crook of arm,,N,,,,,,"2 spleen, 2 liver, 2 kidney (all in RNAlater + PLAIN), 1 brain in RNAlater only",,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL43,Gold 337 R,,,M,A,,,,,340,21.3,124.6,55.6,29.8,10.5,6.4,Y,,0,,0,0,,0,2,2,,800,,,1,2,Y,,N,Mild,98 (17:25); 100.4 (17:35),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL44,Gold 338 R,,,M,A,,,,,320,20.6,127.4,64.4,28.2,6.7,9,Y,,0,,0,1,,0,2,2,,700,,,1,2,Y,,N,Heavy,98.2 (17:45); 100.2 (17:53),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL45,Gold 339 R,,,M,A,,,,,340,20.2,129.7,59.8,33.9,5.9,9.2,Y,,1,,0,1,,2,2,2,,700,,,1,2,Y,,N,Mild,100.1 (18:05); 100.4 (18:12); 102.5 (18:19),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL46,Gold 340 R,,,M,A,,,,,320,21,126.1,64.5,32.5,6.2,9.4,Y,,1,,0,2,,2,2,2,,700,,,1,2,Y,,N,Moderate,97.7 (18:23); 99.2 (18:31); 100.8 (18:37),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL47,Gold 341 R,,,M,A,,,,,330,21.5,124.1,60.1,24.9,7.9,12.2,Y,,2,,0,2,,2,2,2,,800,,,1,2,Y,,N,Moderate,98.4 (16:41); 99.6 (18:47); 101.1 (18:55),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL48,Gold 342 R,,,M,A,,,,,320,21.5,126.8,59.2,20.2,8.1,10.7,Y,,3,,0,4,,0,2,2,,800,,,1,2,Y,,Y(5),Moderate,101.1 (19:04); 102 (19:20),Fed sugar water and release at night,,N,,,,,,"2 spleen, 2 liver, 2 kidney (all in RNAlater + PLAIN), 1 brain in RNAlater only",,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL49,Gold 343 R,,,M,A,,,,,450,20.4,122.3,62.5,25.8,4.7,9,Y,,2,,0,2,,2,2,2,,800,,,1,2,Y,,N,Mild,99.2 (19:24); 101.5 (19:38),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL50,Gold 344 R,,,M,A,,,,,330,22.2,130.2,63,25.3,5.8,9.1,Y,,2,,0,1,,0,2,2,,800,,,1,2,Y,,N,Moderate,97.7 (20:45); 94.7 (20:52),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL51,Gold 345 R,,,M,A,,,,,320,22.1,130.4,59.1,36.1,11.1,6.3,Y,,0,,0,4,,0,2,2,,400,,,1,2,Y,,Y(4),Mild,104.8 (20:54); 104.8 (21:04); 105.1 (21:09),Fed sugar water and release at night; wounded left arm,,N,,,,,,"2 spleen, 2 liver, 2 kidney (all in RNAlater + PLAIN), 1 brain in RNAlater only",,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL52,Gold 346 R,,,M,A,,,,,320,20.9,120.5,61.8,22.1,6.4,8.5,Y,,1,,0,4,,0,2,2,,750,,,1,2,,,N,Mild,98 (21:14); 97.9 (21:26),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL53,Gold 347 R,,,M,A,,,,,320,21.7,121.9,59.9,25,9,8.2,Y,,0,,0,4,,0,2,2,,500,,,1,2,,,N,New,102.3 (21:34); 103.1(21:45); 113.2 (21:51),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL54,Gold 348 R,,,M,A,,,,,310,22.1,130.8,66.5,27.8,6.9,9.2,Y,,2,,0,12,,0,2,2,,400,,,1,2,,,N,Moderate,98.9 (21:58); 102.7 (22:15),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL55,Silver 230 R,Y - from Nov 2013,,M,A,,,,,330,22.3,131.3,68.5,30,12.3,11.9,Y,,1,,0,3,,0,2,2,,600,,,1,2,,,N,Mild,101.4 (22:22); 101.4 (22:29),Fed sugar water and release at night; RECAPTURE. Already had thumb tag,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL56,Gold 349 R,,,M,A,,,,,320,22.2,127.6,60.1,24.1,4.1,8.5,Y,,1,,0,11,,0,2,2,,600,,,1,2,,,Y(4),Heavy,99 (22:39); 99.1 (22:53),Died post-processing,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL57,Gold 350 R,,,M,A,,,,,310,19.8,125.6,64,25,6.1,11.6,Y,,0,,0,0,,0,2,2,,600,,,1,2,,,N,Mild,97.5 (23:01),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL58,Gold 351 R,,,M,A,,,,,320,19.9,130.1,62.1,30.1,9.1,6.1,Y,,0,,0,7,,0,2,2,,700,,,1,2,,,N,Moderate,99.8 (23:18); 100.8 (23:28),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL59,Gold 352 R,,,M,A,,,,,290,20.6,126.2,61.7,21.8,4.8,8.2,Y,,0,,0,2,,0,2,2,,500,,,1,2,,,N,Moderate,98.2 (22:34); 101.5 (23:53),Fed sugar water and release at night; Had little white egg sacs all over body. Took three in EtOH as samples,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL60,Gold 353 R,,,M,A,,,,,300,21.2,122.1,65.1,33.6,7.7,4.7,Y,,1,,0,1,,0,2,2,,600,,,1,2,,,N,Moderate,99.6 (0:03); 99.3 (0:12),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL61,Gold 354 R,,,M,A,,,,,330,26,137.9,67.1,33,5.1,10.6,Y,,0,,0,4,,2,2,2,,700,,,1,2,,,N,Heavy,100.4 (0:17); 101 (0:31),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL62,Gold 355 R,,,M,A,,,,,310,22.3,126.3,62.8,33.9,6.8,6.1,Y,,18,,0,19,,0,2,2,,1000,,,1,2,,,N,Mild,100 (0:36),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL63,Gold 356 R,,,M,A,,,,,330,21.6,122.7,63.5,28.6,7.6,4.8,Y,,1,,0,3,,2,2,2,,400,,,1,2,,,N,Heavy,99.1 (0:56),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL64,Gold 357 R,,,M,A,,,,,400,20.2,118,59.1,20.3,5.6,9.1,Y,,0,,0,2,,0,2,2,,700,,,1,2,,,N,Heavy,99.6 (1:13),Fed sugar water and release at night,,N,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CB,CR,MR",10/8/14,1,Eidolon dupreanum,KEL65,dead,,,M,A,,,,,220,19.3,120.5,58,29,6.9,10.3,Y,,1,,2,0,,0,0,0,,0,,,0,0,,,Y(4),Mild,NA,died pre-processing,,N,,,,,,"2 spleen, 2 liver, 2 kidney (all in RNAlater + PLAIN), 1 brain in RNAlater only",,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Hipposideros commersoni,HIP10,ear mark,,,M,A,,,,,25,10.51,61.9,20.9,32.9,4.8,5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Hipposideros commersoni,HIP11,ear mark,,,M,A,,,,,23,9.15,62.5,20.5,30,2.5,3.5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Hipposideros commersoni,HIP12,ear mark,,,M,A,,,,,25,9.88,63.6,21.9,31.7,3.9,4.1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Hipposideros commersoni,HIP13,ear mark,,,M,A,,,,,24,9.25,62.5,20.5,24.5,3,5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Hipposideros commersoni,HIP14,ear mark,,,M,A,,,,,20,9.25,62.9,15.1,32.2,2.2,2.3,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Hipposideros commersoni,HIP15,ear mark,,,M,A,,,,,26,10.45,64.9,21.2,29.5,4.8,4.8,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Hipposideros commersoni,HIP16,ear mark,,,M,A,,,,,20,8.25,59.5,19,23.5,2.5,4,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Hipposideros commersoni,HIP17,ear mark,,,M,A,,,,,23.5,8.65,61.5,19.5,27.5,2,4.5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Hipposideros commersoni,HIP18,ear mark,,,M,A,,,,,missing,missing,62.5,21.9,38,4,4.1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,"2 spleen, 2 liver, 2 kidney (all in RNAlater + PLAIN), 1 brain in RNAlater only",,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Hipposideros commersoni,HIP9,dead,,,M,A,,,,,25,10.06,62.9,16.6,32.3,2.6,4.7,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,"2 spleen, 2 liver, 2 kidney (all in RNAlater + PLAIN), 1 brain in RNAlater only",,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Rousettus madagascariensis,ROU34,ear mark,,,M,A,,,,,55,17.02,76.2,34.8,15.5,2.5,3,Y,,7,,0,0,,0,2,2,,200,,,1,2,Y,,N,heavy,too small,fed sugar water and released post-processing at night,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Rousettus madagascariensis,ROU35,ear mark,,,F,NL,,,,,40,10.93,71.9,33.9,15.9,too small,,Y,,0,,0,0,,0,2,2,,400,,,1,2,Y,,N,moderate,too small,fed sugar water and released post-processing at night,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Rousettus madagascariensis,ROU36,ear mark,,,M,A,,,,,50,10.35,71.5,32.5,14.5,too small,,Y,,6,,0,3,,2,2,2,,400,,,1,2,Y,,N,heavy,too small,fed sugar water and released post-processing at night,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Rousettus madagascariensis,ROU37,ear mark,,,F,NL,,,,,37,9.46,66,32.9,15.9,too small,,Y,,2,,0,0,,0,2,2,,300,,,1,2,Y,,N,heavy,too small,fed sugar water and released post-processing at night,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Rousettus madagascariensis,ROU38,ear mark,,,F,NL,,,,,38,9.5,67,38.5,12.5,too small,,Y,,5,,0,0,,0,2,2,,500,,,1,2,Y,,N,mild,too small,fed sugar water and released post-processing at night,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Rousettus madagascariensis,ROU39,ear mark,,,F,NL,,,,,39,9.36,67.3,35.1,12.1,too small,,Y,,2,,0,0,,0,2,2,,200,,,1,3,Y,,N,moderate,too small,fed sugar water and released post-processing at night,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Rousettus madagascariensis,ROU40,ear mark,,,M,A,,,,,45,10.05,71.5,28.5,13.2,too small,,Y,,6,,0,3,,0,2,2,,200,,,1,2,Y,,N,moderate,too small,fed sugar water and released post-processing at night,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Rousettus madagascariensis,ROU41,ear mark,,,M,A,,,,,55,11.47,71.8,33.9,17.8,3.2,4.1,Y,,3,,0,0,,0,2,2,,400,,,1,2,Y,,N,heavy,too small,fed sugar water and released post-processing at night,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Rousettus madagascariensis,ROU42,ear mark,,,F,NL,,,,,45,9.45,68.1,31.5,13.5,too small,,Y,,6,,0,0,,0,2,2,,200,,,1,2,Y,,N,heavy,too small,fed sugar water and released post-processing at night,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Rousettus madagascariensis,ROU43,ear mark,,,M,A,,,,,50,10.61,69.9,30.6,17.9,too small,,Y,,4,,0,0,,2,2,2,,300,,,1,2,Y,,N,moderate,too small,fed sugar water and released post-processing at night,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Rousettus madagascariensis,ROU44,ear mark,,,F,NL,,,,,45,10.05,71,31.2,13.2,,,Y,,2,,0,0,,0,2,2,,600,,,1,2,Y,,N,mild,too small,fed sugar water and released post-processing at night,,,,,,,,,,,,,,,,,,,,,,,
Ankarana,"CB,CR,MR",10/13/14,1,Rousettus madagascariensis,ROU45,ear mark,,,F,NL,,,,,45,92.9,67.1,32.2,11.3,too small,,Y,,2,,0,0,,2,2,2,,300,,,1,3,Y,,N,mild,too small,fed sugar water and released post-processing at night,,,,,,,,,,,,,,,,,,,,,,,
